Id for vurderingen,Vurderingsområde,Ekspertkomité,Artsgruppe,Taksonomisk sti,Vitenskapelig navn id,Vitenskapelig navn,Autor,Populærnavn,Fremmedartsstatus,Etableringsklasse,Risikokategori 2023,Utslagsgivende kriterier 2023,Risikokategori 2018,Skår Invasjonspotensial,Skår Økologisk effekt,Skår A-kriteriet,Skår B-kriteriet,Skår C-kriteriet,Skår D-kriteriet,Skår E-kriteriet,Skår F-kriteriet,Skår G-kriteriet,Skår H-kriteriet,Skår I-kriteriet,Artens levetid i Norge (beste anslag),Ekspansjonshastighet (beste anslag),Geografisk variasjon i risiko,Årsak til geografisk variasjon i risiko,Klimaeffekter invasjonspotensial,Klimaeffekter økologisk effekt,Kjent forekomstareal,Antatt forekomstareal beste anslag,Fremtidig forekomstareal beste anslag,Ant. forekomster fra én introduksjon beste anslag,Ant. ytterligere introduksjoner beste anslag,Naturtyper
979,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Acorales\Acoraceae\Acorus,99300,Acorus calamus,L.,kalmusrot,Etablert per år 1800,C3,NR,,NR,,,,,,,,,,,,,,,,,,,,0,,,
4864,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Passeriformes\Sturnidae\Acridotheres,184366,Acridotheres tristis,,hyrdestær,Dørstokkart,A,NK,"1,1",,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,sterkt endret åpen fastmark med løsmassedekke; fastmarksskogsmark; sterkt endret fastmark med preg av semi-naturlig eng
440,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Staphylinidae\Aleocharinae\Athetini\Acrotona,11536,Acrotona parens,"(Mulsant & Rey, 1852)",,Selvstendig reproduserende,D2,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,116,Nei,,Ja,Nei,20.0,200.0,600,,,oppdyrket mark med preg av semi-naturlig eng
1723,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Staphylinidae\Aleocharinae\Athetini\Acrotona,11539,Acrotona pseudotenera,"(Cameron, 1933)",,Selvstendig reproduserende,D2,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,104,Nei,,Ja,Nei,28.0,500.0,1000,,,"sterkt endret fastmark med preg av semi-naturlig eng; plener, parker og liknende"
1436,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Ptiliidae\Acrotrichinae\Acrotrichini\Acrotrichis,11278,Acrotrichis cognata,"(Matthews, 1877)",,Selvstendig reproduserende,E,PH,"4AB,1",PH,4.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,4228,Nei,,Nei,Nei,224.0,50000.0,100000,,,fastmarksskogsmark
1131,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Ptiliidae\Acrotrichinae\Acrotrichini\Acrotrichis,11283,Acrotrichis henrici,"(Matthews, 1872)",,Selvstendig reproduserende,E,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,139,Nei,,Ja,Nei,8.0,100.0,500,,,strandeng
1712,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Ptiliidae\Acrotrichinae\Acrotrichini\Acrotrichis,11284,Acrotrichis insularis,"(Mäklin, 1852)",,Selvstendig reproduserende,E,PH,"4AB,1",PH,4.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,1888,Nei,,Nei,Nei,380.0,18800.0,90000,,,fastmarksskogsmark; eng-aktig sterkt endret fastmark
1204,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Ptiliidae\Acrotrichinae\Acrotrichini\Acrotrichis,11294,Acrotrichis sanctaehelenae,"Johnson, 1972",,Selvstendig reproduserende,C2,PH,"4AB,1",LO,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,1057,Nei,,Ja,Nei,4.0,40.0,10000,,,strandeng
995,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ranunculales\Ranunculaceae\Actaea,103080,Actaea rubra,(Aiton) Willd.,amerikatrollbær,Dørstokkart,B2,LO,"2AB,1",NR,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,82,Nei,,Nei,Nei,,,12,2.0,1.0,fastmarksskogsmark
3330,Fastlands-Norge med havområder,Terrestriske invertebrater,Hemiptera,Animalia\Arthropoda\Insecta\Hemiptera\Sternorrhyncha\Aphidoidea\Aphididae\Acyrthosiphon\Acyrthosiphon,134775,Acyrthosiphon (Acyrthosiphon) caraganae,"(Cholodkovsky, 1908)",,Selvstendig reproduserende,D2,LO,"3A,1",,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,107,Nei,,Nei,Nei,28.0,120.0,420,,,"sterkt endret eller ny fastmark i langsom suksesjon; sterkt endret åpen fastmark med løsmassedekke; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg; sterkt endret fastmark med preg av semi-naturlig eng; fastmarksskogsmark"
1752,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Cucujiformia\Cucujoidea\Latridiidae\Latridiinae\Latridiini\Adistemia,7881,Adistemia watsoni,"(Wollaston, 1871)",,Selvstendig reproduserende,C2,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,154,Nei,,Nei,Nei,4.0,40.0,400,,,sterkt endret fastmark med preg av semi-naturlig eng; fastmarksskogsmark
337,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Culicidae\Aedes\Stegomyia,127804,Aedes (Stegomyia) albopictus,"(Skuse, 1894)",,Dørstokkart,A,HI,"2A,3D",HI,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Ja,,,8,1.0,1.0,fastmarksskogsmark; avfallsdeponi o.l.
2329,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Culicidae\Aedes,170494,Aedes aegypti,"(Linnaeus, 1762)",,Dørstokkart,A,NK,"1,1",LO,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,
2330,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Culicidae\Aedes,170493,Aedes atropalpus,"(Coquillett, 1902)",,Dørstokkart,A,LO,"2A,1",LO,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,1.0,1.0,
2328,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Culicidae\Aedes,170495,Aedes japonicus,"(Theobald, 1901)",,Dørstokkart,A,LO,"2A,1",SE,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,1.0,1.0,
2327,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Culicidae\Aedes,170496,Aedes koreicus,"(Edwards, 1917)",,Dørstokkart,A,NK,"1,1",LO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,−112,Nei,,Nei,Nei,,,0,0.0,0.0,
2326,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Culicidae\Aedes,170497,Aedes triceriatus,"(Say, 1823)",,Dørstokkart,A,NK,"1,1",LO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,−112,Nei,,Nei,Nei,,,0,0.0,0.0,
3207,Fastlands-Norge med havområder,Alger,Chlorophyta,Plantae\Chlorophyta\Ulvophyceae\Cladophorales\Pithophoraceae\Aegagropila,106227,Aegagropila linnaei,Kützing,,Ikke fremmed,,NR,,,,,,,,,,,,,,,,,,,,,,0,,,
1052,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Apiales\Apiaceae\Aegopodium,100252,Aegopodium podagraria,L.,skvallerkål,Etablert per år 1800,C3,NR,,NR,,,,,,,,,,,,,,,,,,,,0,,,
1084,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Sapindales\Sapindaceae\Aesculus,103564,Aesculus hippocastanum,L.,hestekastanje,Selvstendig reproduserende,E,HI,"4A,2E",PH,4.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2000.0,293,Nei,,Nei,Nei,1600.0,6400.0,12000,,,sterkt endret åpen fastmark med løsmassedekke; sterkt endret fastmark med preg av semi-naturlig eng; lågurtskog; kalklågurtskog; bærlyng-lågurtskog; bærlyng-kalklågurtskog; høgstaudeskog; litt tørkeutsatt høgstaudeskog
1882,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Apiales\Apiaceae\Aethusa\Aethusa cynapium,167197,Aethusa cynapium var. domestica,Wallr.,ugraspersille,Etablert per år 1800,C3,NR,,NR,,,,,,,,,,,,,,,,,,,,0,,,
1615,Fastlands-Norge med havområder,Alger,Rhodophyta,Plantae\Rhodophyta\Florideophyceae\Gigartinales\Solieriaceae\Agardhiella,128119,Agardhiella subulata,,,Dørstokkart,A,LO,"3A,1",LO,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,112,Nei,,Ja,Nei,,,16,2.0,2.0,eufotisk fast saltvannsbunn; eufotisk marin sedimentbunn
1516,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Basidiomycota\Agaricomycotina\Agaricomycetes\Agaricomycetidae\Agaricales\Agaricaceae\Agaricus,51923,Agaricus bisporus,(J.E. Lange) Imbach,dyrket sjampinjong,Selvstendig reproduserende,C2,LO,"2A,1",LO,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,35,Nei,,Ja,Nei,48.0,120.0,200,,,"sterkt endret, varig fastmark med intensivt hevdpreg; oppdyrket varig eng; åker; sterkt endret fastmark med preg av semi-naturlig eng"
1515,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Basidiomycota\Agaricomycotina\Agaricomycetes\Agaricomycetidae\Agaricales\Agaricaceae\Agaricus,51925,Agaricus bitorquis,(Quél.) Sacc.,bysjampinjong,Selvstendig reproduserende,C2,LO,"2A,1",LO,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,26,Nei,,Ja,Nei,84.0,140.0,200,,,"ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; plener, parker og liknende"
1511,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Basidiomycota\Agaricomycotina\Agaricomycetes\Agaricomycetidae\Agaricales\Agaricaceae\Agaricus,51967,Agaricus subperonatus,(J. E. Lange) Singer,hagesjampinjong,Selvstendig reproduserende,C3,HI,"2A,3D",HI,2.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2000.0,39,Nei,,Ja,Nei,48.0,160.0,260,,,"ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; plener, parker og liknende; sanddynemark"
1514,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Basidiomycota\Agaricomycotina\Agaricomycetes\Agaricomycetidae\Agaricales\Agaricaceae\Agaricus,51970,Agaricus xanthodermus,Genev.,giftsjampinjong,Selvstendig reproduserende,D2,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,93,Nei,,Ja,Nei,64.0,400.0,800,,,"sterkt endret, varig fastmark med intensivt hevdpreg"
240,Fastlands-Norge med havområder,Alger,Rhodophyta,Plantae\Rhodophyta\Florideophyceae\Gracilariales\Gracilariaceae\Agarophyton,224060,Agarophyton vermiculophyllum,"(Ohmi) Gurgel, J.N.Norris & Fredericq, 2018",,Selvstendig reproduserende,C2,SE,"4A,4D",SE,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,2000.0,303,Ja,"Artens økologiske effekter er begrenset til bestemte naturtyper, Artens økologiske effekter er begrenset til visse kystvannssoner eller seksjoner",Ja,Ja,152.0,1920.0,5000,,,finmaterialdominert bunn med nokså liten til nokså stor erosjonsmotstand i sjøkant-tareskogsbeltet; marin undervannseng
1075,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Lamiaceae\Agastache,102269,Agastache rugosa,(Fisch. & C.A.Mey.) Kuntze,koreamynte,Dørstokkart,C1,LO,"2AB,1",NK,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,82,Nei,,Nei,Nei,,,12,1.0,2.0,"sterkt endret åpen fastmark med løsmassedekke; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon"
1116,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Lamiaceae\Agastache,102270,Agastache urticifolia,(Benth.) Kuntze,neslekoreamynte,Selvstendig reproduserende,C2,LO,"3A,1",NK,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,61,Nei,,Nei,Nei,20.0,60.0,120,,,"sterkt endret åpen fastmark med løsmassedekke; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon"
2322,Fastlands-Norge med havområder,Alger,Rhodophyta,Plantae\Rhodophyta\Florideophyceae\Ceramiales\Callithamniaceae\Aglaothamnion,106538,Aglaothamnion halliae,"(Collins) Aponte, D.L.Ballantine & J.N.Norris",,Selvstendig reproduserende,C3,LO,"2A,1",LO,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,37,Nei,,Nei,Nei,72.0,800.0,1000,,,nokså brakk svært beskyttet fast algebunn; nokså brakk beskyttet infralitoral fastbunn; eufotisk fast saltvannsbunn; sterkt endret eller ny fast saltvannsbunn i eufotisk sone
1438,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Elateriformia\Buprestoidea\Buprestidae\Agrilinae\Agrilini\Agrilus,127524,Agrilus anxius,"Gory, 1841",amerikansk bjørkepraktbille,Dørstokkart,A,PH,"1,4E",PH,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Ja,,,4,1.0,0.0,fastmarksskogsmark
1801,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Elateriformia\Buprestoidea\Buprestidae\Agrilinae\Agrilini\Agrilus,120934,Agrilus planipennis,"Fairmaire, 1888",asiatisk askepraktbille,Dørstokkart,A,HI,"2A,3D",SE,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Ja,Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner,Ja,Ja,,,8,2.0,0.0,lågurtedellauvskog; lågurtskog; fastmarksskogsmark
2371,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Elateriformia\Buprestoidea\Buprestidae\Agrilinae\Agrilini\Agrilus,9964,Agrilus sinuatus,"(Olivier, 1790)",,Dørstokkart,A,NK,"1,1",NR,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,"sterkt endret, varig fastmark med intensivt hevdpreg"
1581,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Basidiomycota\Agaricomycotina\Agaricomycetes\Agaricomycetidae\Agaricales\Strophariaceae\Agrocybe,55211,Agrocybe rivulosa,Nauta,rynkeåkersopp,Selvstendig reproduserende,C2,LO,"2A,1",NR,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,35,Nei,,Ja,Nei,84.0,200.0,300,,,blomsterbed og liknende
1104,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Poales\Poaceae\Agropyron,99864,Agropyron cristatum,(L.) Gaertn.,kamkveke,Dørstokkart,C0,LO,"2A,1",NR,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,1.0,1.0,
2439,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Caryophyllales\Caryophyllaceae\Agrostemma,101443,Agrostemma githago,L.,klinte,Selvstendig reproduserende,C3,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0,Nei,,Nei,Nei,4.0,12.0,12,,,"sterkt endret åpen fastmark med løsmassedekke; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret fastmark med preg av semi-naturlig eng; åker"
1148,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Poales\Poaceae\Agrostis,99870,Agrostis scabra,Willd.,møllekvein,Dørstokkart,C0,LO,"3A,1",NR,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,82,Nei,,Nei,Nei,,,12,2.0,1.0,
229,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Cucujiformia\Cucujoidea\Silvanidae\Silvaninae\Ahasverus,8152,Ahasverus advena,"(Waltl, 1834)",,Selvstendig reproduserende,E,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,89,Nei,,Nei,Nei,28.0,560.0,1000,,,sterkt endret fastmark med preg av semi-naturlig eng
1163,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Sapindales\Simaroubaceae\Ailanthus,103567,Ailanthus altissima,(Mill.) Swingle,gudetre,Selvstendig reproduserende,C2,LO,"2A,2E",NR,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,200.0,45,Nei,,Nei,Ja,0.0,0.0,16,,,fastmarksskogsmark
2508,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Anseriformes\Anatidae\Aix,3446,Aix galericulata,"(Linnaeus, 1758)",mandarinand,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,13,Nei,,Ja,Nei,168.0,168.0,200,,,"kalkrik helofyttsump; sterkt kalkrike pytter, dammer og små innsjøer"
63,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Anseriformes\Anatidae\Aix,3447,Aix sponsa,"(Linnaeus, 1758)",brudeand,Dørstokkart,C0,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,1.0,1.0,fastmarksskogsmark; eufotisk fast innsjøbunn; eufotisk innsjø-sedimentbunn; fast elvebunn; elvesedimentbunn
1153,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Lamiaceae\Ajuga,102272,Ajuga genevensis,L.,storjonsokkoll,Selvstendig reproduserende,C3,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,5,Nei,,Nei,Nei,8.0,16.0,20,,,"sterkt endret fastmark med preg av semi-naturlig eng; sterkt endret åpen fastmark med løsmassedekke; sterkt endret, varig fastmark med intensivt hevdpreg"
5310,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Ranunculales\Lardizabalaceae\Akebia,217355,Akebia quinata,(Thunb. ex Houtt.) Decne.,fembladakebie,Dørstokkart,B2,LO,"2A,1",,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,1.0,1.0,fastmarksskogsmark; sterkt endret åpen fastmark med løsmassedekke; semi-naturlig eng
4824,Fastlands-Norge med havområder,Rundormer og flatormer,Platyhelminthes,Animalia\Platyhelminthes\Trematoda\Strigeidida\Diplostomatidae\Alaria,146295,Alaria alata,"(Goeze, 1782)",,Ikke fremmed,,NR,,,,,,,,,,,,,,,,,,,,,,0,,,
1181,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Malvales\Malvaceae\Alcea,102718,Alcea rosea,L.,praktstokkrose,Selvstendig reproduserende,C3,LO,"2A,1",NK,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,46,Nei,,Nei,Nei,16.0,32.0,96,,,"sterkt endret åpen fastmark med løsmassedekke; sterkt endret fastmark med preg av semi-naturlig eng; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon"
1223,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Rosales\Rosaceae\Alchemilla,103231,Alchemilla heptagona,Juz.,sjuhornmarikåpe,Selvstendig reproduserende,C3,LO,"2A,1",NK,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,16,Nei,,Nei,Nei,12.0,12.0,24,,,sterkt endret fastmark med preg av semi-naturlig eng; oppdyrket mark med preg av semi-naturlig eng
1174,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Rosales\Rosaceae\Alchemilla,103233,Alchemilla mollis,(Buser) Rothm.,praktmarikåpe,Selvstendig reproduserende,E,SE,"4AB,3D",SE,4.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2000.0,843,Nei,,Nei,Nei,732.0,3660.0,18300,,,sterkt endret åpen fastmark med løsmassedekke; sterkt endret fastmark med preg av semi-naturlig eng; semi-naturlig eng; slåttemark
1910,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Rosales\Rosaceae\Alchemilla,103241,Alchemilla sarmatica,Juz.,sarmatmarikåpe,Selvstendig reproduserende,C3,LO,"2A,1",LO,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,20,Nei,,Nei,Nei,16.0,240.0,300,,,sanddynemark; sterkt endret fastmark med preg av semi-naturlig eng; semi-naturlig eng
2409,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Rosales\Rosaceae\Alchemilla,103243,Alchemilla semilunaris,Alechin,månemarikåpe,Selvstendig reproduserende,C3,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,6,Nei,,Nei,Nei,8.0,12.0,16,,,oppdyrket mark med preg av semi-naturlig eng; sterkt endret fastmark med preg av semi-naturlig eng
1907,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Rosales\Rosaceae\Alchemilla,145502,Alchemilla speciosa,Buser,hagemarikåpe,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,0,Nei,,Nei,Nei,12.0,36.0,36,,,"sterkt endret, varig fastmark med intensivt hevdpreg"
3180,Svalbard med kystsone,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Rosales\Rosaceae\Alchemilla,103244,Alchemilla subcrenata,Buser,engmarikåpe,Selvstendig reproduserende,C3,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0,Nei,,Ja,Nei,4.0,8.0,8,,,sterkt endret åpen fastmark med løsmassedekke
3166,Svalbard med kystsone,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Rosales\Rosaceae\Alchemilla,103247,Alchemilla wichurae,(Buser) Stefánsson,skarmarikåpe,Dørstokkart,C0,LO,"2A,1",NR,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,1.0,1.0,sterkt endret åpen fastmark med løsmassedekke
3106,Svalbard med kystsone,Marine invertebrater,Cnidaria,Animalia\Cnidaria\Anthozoa\Octocorallia\Alcyonacea\Alcyoniidae\Alcyonium,5047,Alcyonium digitatum,"Linnaeus, 1758",dødmannshånd,Dørstokkart,A,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,139,Nei,,Ja,Nei,,,20,4.0,1.0,eufotisk fast saltvannsbunn; fast fjærebeltebunn; marin grotte og overheng; afotisk fast saltvannsbunn
77,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Galliformes\Phasianidae\Alectoris,4047,Alectoris chukar,"(J. E. Gray, 1830)",berghøne,Økologisk effekt uten selvstendig reproduksjon innen 50 år,C0,LO,"3A,1",NR,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,112,Nei,,Nei,Nei,,,16,1.0,3.0,semi-naturlig eng; tørt kalkrikt berg i kontinentale områder; åpen grunnlendt kalkrik mark i sørboreal sone
89,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Galliformes\Phasianidae\Alectoris,4048,Alectoris rufa,"(Linnaeus, 1758)",rødhøne,Dørstokkart,C0,NK,"1,1",NK,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,semi-naturlig eng; oppdyrket mark med preg av semi-naturlig eng; åker
