Ekspertkomité,Vurderingsområde,Vitenskapelig navn id,Fremmedartsstatus,Etableringsklasse,Risikokategori 2018,Risikokategori 2023,Skår Invasjonspotensial,Skår Økologisk effekt,Vitenskapelig navn id,Klimaeffekter invasjonspotensial,Klimaeffekter økologisk effekt
Fisker,Fastlands-Norge med havområder,216502,Dørstokkart,A,,SE,4.0,4.0,216502,Ja,Ja
Karplanter,Fastlands-Norge med havområder,170126,Dørstokkart,A,,NK,1.0,1.0,170126,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,11307,Selvstendig reproduserende,E,LO,LO,3.0,1.0,11307,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,111385,Dørstokkart,B1,,LO,3.0,1.0,111385,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102278,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,102278,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,11336,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,11336,Nei,Nei
Karplanter,Svalbard med kystsone,101103,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,101103,Ja,Nei
Fisker,Fastlands-Norge med havområder,216504,Dørstokkart,A,,LO,2.0,1.0,216504,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,135423,Selvstendig reproduserende,C2,SE,SE,4.0,4.0,135423,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169976,Dørstokkart,A,SE,SE,4.0,4.0,169976,Ja,Ja
Rundormer og flatormer,Fastlands-Norge med havområder,216422,Dørstokkart,A,,NK,1.0,1.0,216422,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99924,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,99924,Nei,Nei
Limniske invertebrater,Fastlands-Norge med havområder,216067,Dørstokkart,B1,,HI,3.0,3.0,216067,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,110416,Dørstokkart,B1,NK,LO,2.0,1.0,110416,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102994,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,102994,Nei,Nei
Karplanter,Fastlands-Norge med havområder,155212,Dørstokkart,B2,,NK,1.0,1.0,155212,Nei,Nei
Karplanter,Fastlands-Norge med havområder,155213,Dørstokkart,B2,NK,LO,2.0,1.0,155213,Nei,Nei
Karplanter,Fastlands-Norge med havområder,169994,Dørstokkart,B2,,NK,1.0,1.0,169994,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217422,Dørstokkart,C1,,NK,1.0,1.0,217422,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102995,Selvstendig reproduserende,E,SE,SE,4.0,3.0,102995,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103629,Selvstendig reproduserende,D1,HI,HI,4.0,2.0,103629,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103630,Selvstendig reproduserende,D1,HI,HI,4.0,2.0,103630,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,16276,Dørstokkart,A,,PH,4.0,1.0,16276,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101107,Selvstendig reproduserende,E,SE,SE,4.0,3.0,101107,Nei,Nei
Karplanter,Fastlands-Norge med havområder,129586,Selvstendig reproduserende,D2,LO,HI,4.0,2.0,129586,Nei,Nei
Karplanter,Fastlands-Norge med havområder,129587,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,129587,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217429,Dørstokkart,A,,NK,1.0,1.0,217429,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216068,Dørstokkart,A,,LO,2.0,1.0,216068,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,12761,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,12761,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,216738,Dørstokkart,A,,LO,3.0,2.0,216738,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,48123,Dørstokkart,A,,LO,3.0,2.0,48123,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220023,Dørstokkart,A,,PH,4.0,1.0,220023,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102900,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,102900,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102901,Selvstendig reproduserende,D1,LO,LO,3.0,1.0,102901,Nei,Nei
Limniske invertebrater,Fastlands-Norge med havområder,120961,Selvstendig reproduserende,C3,LO,LO,2.0,2.0,120961,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220029,Dørstokkart,A,,PH,4.0,1.0,220029,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,127866,Dørstokkart,A,HI,LO,3.0,2.0,127866,Ja,Ja
Fisker,Fastlands-Norge med havområder,42615,Regionalt fremmed,C3,,SE,4.0,3.0,42615,Ja,Ja
Karplanter,Fastlands-Norge med havområder,155272,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,155272,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,67264,Selvstendig reproduserende,E,PH,PH,4.0,1.0,67264,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220030,Dørstokkart,A,,PH,4.0,1.0,220030,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,220032,Dørstokkart,A,,PH,4.0,1.0,220032,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,121231,Selvstendig reproduserende,,NK,LO,3.0,1.0,121231,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,11861,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,11861,Ja,Nei
Alger,Fastlands-Norge med havområder,106533,Selvstendig reproduserende,E,SE,SE,4.0,3.0,106533,Ja,Ja
Karplanter,Fastlands-Norge med havområder,100988,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,100988,Ja,Nei
Pattedyr,Fastlands-Norge med havområder,220196,Dørstokkart,B2,,LO,3.0,2.0,220196,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220033,Dørstokkart,A,,PH,4.0,1.0,220033,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,126849,Selvstendig reproduserende,C3,HI,SE,4.0,3.0,126849,Ja,Ja
Marine invertebrater,Svalbard med kystsone,126849,Dørstokkart,A,,PH,4.0,1.0,126849,Ja,Nei
Alger,Fastlands-Norge med havområder,216657,Dørstokkart,A,,LO,3.0,1.0,216657,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,170061,Dørstokkart,A,NK,LO,2.0,1.0,170061,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,218454,Dørstokkart,A,,LO,3.0,1.0,218454,Ja,Nei
Limniske invertebrater,Fastlands-Norge med havområder,216896,Dørstokkart,A,,LO,3.0,1.0,216896,Ja,Nei
Fugler,Fastlands-Norge med havområder,3495,Selvstendig reproduserende,E,SE,HI,4.0,2.0,3495,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101110,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,101110,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,24628,Selvstendig reproduserende,C3,LO,NK,1.0,1.0,24628,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,216794,Dørstokkart,A,,SE,3.0,4.0,216794,Ja,Ja
Karplanter,Fastlands-Norge med havområder,99934,Selvstendig reproduserende,D1,NK,LO,2.0,1.0,99934,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99935,Selvstendig reproduserende,E,SE,SE,4.0,4.0,99935,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99936,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,99936,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,6927,Dørstokkart,C0,,LO,2.0,1.0,6927,Ja,Nei
Karplanter,Fastlands-Norge med havområder,100990,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,100990,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101682,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,101682,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,220198,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B2,,NK,1.0,1.0,220198,Nei,Nei
Karplanter,Fastlands-Norge med havområder,127920,Selvstendig reproduserende,C3,LO,HI,4.0,2.0,127920,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,128523,Dørstokkart,A,LO,LO,3.0,1.0,128523,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,128524,Dørstokkart,A,LO,LO,3.0,1.0,128524,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,224962,Dørstokkart,C0,,PH,4.0,1.0,224962,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101130,Selvstendig reproduserende,E,SE,SE,4.0,4.0,101130,Nei,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,128494,Dørstokkart,A,SE,SE,4.0,4.0,128494,Ja,Ja
Karplanter,Fastlands-Norge med havområder,169125,Dørstokkart,B1,,HI,2.0,3.0,169125,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,128571,Dørstokkart,B1,NK,LO,2.0,1.0,128571,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7663,Selvstendig reproduserende,E,LO,LO,3.0,1.0,7663,Ja,Nei
Fugler,Fastlands-Norge med havområder,3504,Dørstokkart,C1,NK,NK,1.0,1.0,3504,Nei,Nei
Karplanter,Fastlands-Norge med havområder,127921,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,127921,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100461,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,100461,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,129094,Dørstokkart,A,LO,LO,3.0,2.0,129094,Ja,Ja
Karplanter,Fastlands-Norge med havområder,220607,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,220607,Nei,Nei
Fugler,Fastlands-Norge med havområder,174247,Dørstokkart,A,,NK,1.0,1.0,174247,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,169127,Dørstokkart,A,,SE,4.0,4.0,169127,Ja,Ja
Pattedyr,Fastlands-Norge med havområder,216739,Dørstokkart,A,,NK,1.0,1.0,216739,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170390,Dørstokkart,B2,NK,LO,2.0,1.0,170390,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,10514,Dørstokkart,C1,LO,NK,1.0,1.0,10514,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220076,Dørstokkart,A,,LO,3.0,1.0,220076,Ja,Nei
Karplanter,Fastlands-Norge med havområder,222871,Dørstokkart,A,,LO,1.0,2.0,222871,Nei,Nei
Karplanter,Fastlands-Norge med havområder,222873,Selvstendig reproduserende,D2,HI,HI,3.0,3.0,222873,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217443,Dørstokkart,A,,LO,1.0,2.0,217443,Nei,Nei
Karplanter,Fastlands-Norge med havområder,222869,Selvstendig reproduserende,E,HI,SE,4.0,3.0,222869,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216075,Dørstokkart,A,,LO,2.0,1.0,216075,Ja,Nei
Limniske invertebrater,Fastlands-Norge med havområder,215609,Dørstokkart,A,,PH,1.0,4.0,215609,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216897,Dørstokkart,A,,PH,1.0,4.0,216897,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216898,Dørstokkart,A,,PH,1.0,4.0,216898,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216899,Dørstokkart,A,,PH,1.0,4.0,216899,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216900,Dørstokkart,A,,PH,1.0,4.0,216900,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216901,Dørstokkart,A,,PH,1.0,4.0,216901,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216902,Dørstokkart,A,,PH,1.0,4.0,216902,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216903,Dørstokkart,A,,PH,1.0,4.0,216903,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216904,Dørstokkart,A,,PH,1.0,4.0,216904,Nei,Ja
Karplanter,Fastlands-Norge med havområder,164092,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,164092,Nei,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,128888,Selvstendig reproduserende,D2,PH,LO,3.0,1.0,128888,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,128569,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,128569,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217446,Dørstokkart,B2,,LO,2.0,1.0,217446,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100928,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,100928,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100932,Selvstendig reproduserende,D1,LO,LO,2.0,1.0,100932,Nei,Nei
Karplanter,Fastlands-Norge med havområder,121481,Selvstendig reproduserende,E,HI,HI,4.0,2.0,121481,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100936,Selvstendig reproduserende,D1,LO,HI,4.0,2.0,100936,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100938,Selvstendig reproduserende,D2,PH,PH,4.0,1.0,100938,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217449,Dørstokkart,C0,,LO,2.0,1.0,217449,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217450,Dørstokkart,B2,,LO,2.0,1.0,217450,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100942,Selvstendig reproduserende,E,PH,HI,4.0,2.0,100942,Nei,Nei
Moser,Fastlands-Norge med havområder,104243,Selvstendig reproduserende,E,SE,SE,4.0,3.0,104243,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,170081,Dørstokkart,A,LO,LO,3.0,2.0,170081,Ja,Ja
Marine invertebrater,Svalbard med kystsone,16630,Dørstokkart,A,LO,LO,2.0,1.0,16630,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216077,Dørstokkart,A,,LO,2.0,1.0,216077,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,10155,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,10155,Ja,Nei
Karplanter,Fastlands-Norge med havområder,103006,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,103006,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,1785,Selvstendig reproduserende,E,SE,SE,4.0,3.0,1785,Ja,Nei
Marine invertebrater,Svalbard med kystsone,1785,Dørstokkart,A,LO,PH,4.0,1.0,1785,Ja,Nei
Karplanter,Svalbard med kystsone,101142,Dørstokkart,C0,NK,LO,2.0,1.0,101142,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101907,Selvstendig reproduserende,D2,HI,HI,4.0,2.0,101907,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101908,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,101908,Nei,Nei
Fisker,Fastlands-Norge med havområder,42611,Selvstendig reproduserende,C2,HI,HI,4.0,2.0,42611,Ja,Ja
Fisker,Fastlands-Norge med havområder,42610,Regionalt fremmed,C3,LO,HI,2.0,3.0,42610,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,10807,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,10807,Ja,Nei
Marine invertebrater,Svalbard med kystsone,16652,Dørstokkart,A,LO,HI,4.0,2.0,16652,Ja,Ja
Karplanter,Fastlands-Norge med havområder,100465,Selvstendig reproduserende,C3,LO,NK,1.0,1.0,100465,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143580,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,143580,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143581,Selvstendig reproduserende,C2,LO,NK,1.0,1.0,143581,Nei,Nei
Karplanter,Fastlands-Norge med havområder,169998,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,169998,Ja,Nei
Karplanter,Fastlands-Norge med havområder,99708,Selvstendig reproduserende,C3,NK,LO,3.0,1.0,99708,Ja,Nei
Karplanter,Fastlands-Norge med havområder,99710,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,99710,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99729,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,99729,Nei,Nei
Limniske invertebrater,Fastlands-Norge med havområder,216905,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216905,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216906,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216906,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216907,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216907,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216908,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216908,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216909,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216909,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216910,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216910,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216911,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216911,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216912,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216912,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216913,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216913,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216914,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216914,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216915,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216915,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216916,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216916,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216917,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216917,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216918,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216918,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216919,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216919,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216920,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216920,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216921,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216921,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216922,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216922,Nei,Ja
Limniske invertebrater,Fastlands-Norge med havområder,216923,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B1,,PH,1.0,4.0,216923,Nei,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,12491,Selvstendig reproduserende,C2,PH,PH,4.0,1.0,12491,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102146,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,102146,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7965,Selvstendig reproduserende,E,LO,LO,3.0,1.0,7965,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7967,Selvstendig reproduserende,E,LO,LO,3.0,1.0,7967,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7885,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,7885,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7886,Selvstendig reproduserende,E,PH,PH,4.0,1.0,7886,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,7883,Selvstendig reproduserende,E,LO,LO,3.0,1.0,7883,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102148,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,102148,Ja,Nei
Pattedyr,Fastlands-Norge med havområder,128147,Dørstokkart,A,SE,HI,4.0,2.0,128147,Nei,Nei
Fisker,Fastlands-Norge med havområder,216509,Dørstokkart,A,,LO,3.0,1.0,216509,Nei,Nei
Fisker,Fastlands-Norge med havområder,216510,Dørstokkart,A,,LO,3.0,1.0,216510,Ja,Nei
Karplanter,Fastlands-Norge med havområder,128899,Selvstendig reproduserende,C2,LO,LO,2.0,2.0,128899,Ja,Nei
Karplanter,Fastlands-Norge med havområder,172531,Dørstokkart,C1,,NK,1.0,1.0,172531,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220044,Dørstokkart,A,,HI,4.0,2.0,220044,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,129099,Dørstokkart,A,HI,HI,2.0,3.0,129099,Ja,Ja
Karplanter,Fastlands-Norge med havområder,169136,Selvstendig reproduserende,C2,,LO,2.0,2.0,169136,Ja,Nei
Karplanter,Fastlands-Norge med havområder,143460,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,143460,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217476,Dørstokkart,A,,LO,1.0,2.0,217476,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100501,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,100501,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,121297,Selvstendig reproduserende,,LO,PH,4.0,1.0,121297,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101730,Selvstendig reproduserende,C2,NK,LO,3.0,1.0,101730,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101463,Selvstendig reproduserende,E,,SE,4.0,3.0,101463,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101479,Selvstendig reproduserende,E,SE,SE,4.0,3.0,101479,Nei,Nei
Marine invertebrater,Svalbard med kystsone,108288,Dørstokkart,A,,LO,3.0,1.0,108288,Ja,Nei
Karplanter,Fastlands-Norge med havområder,99970,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,99970,Ja,Nei
Karplanter,Fastlands-Norge med havområder,146017,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,146017,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145521,Dørstokkart,B1,,LO,2.0,1.0,145521,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103570,Selvstendig reproduserende,C2,NK,LO,3.0,1.0,103570,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,128667,Dørstokkart,A,HI,HI,3.0,3.0,128667,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,11009,Dørstokkart,C0,,LO,3.0,1.0,11009,Ja,Nei
Pattedyr,Fastlands-Norge med havområder,220199,Dørstokkart,A,,LO,3.0,2.0,220199,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,216740,Dørstokkart,A,,HI,3.0,3.0,216740,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103265,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,103265,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128841,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,128841,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102495,Selvstendig reproduserende,E,PH,PH,4.0,1.0,102495,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100291,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,100291,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100293,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,100293,Nei,Nei
Karplanter,Fastlands-Norge med havområder,162901,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,162901,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100295,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,100295,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220046,Dørstokkart,A,,NK,1.0,1.0,220046,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103781,Selvstendig reproduserende,C3,LO,LO,3.0,1.0,103781,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145522,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,145522,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101912,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,101912,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128713,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,128713,Nei,Nei
Karplanter,Fastlands-Norge med havområder,162918,Dørstokkart,B2,NK,LO,3.0,1.0,162918,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101917,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,101917,Nei,Nei
Fisker,Fastlands-Norge med havområder,216512,Dørstokkart,A,,HI,3.0,3.0,216512,Ja,Ja
Marine invertebrater,Fastlands-Norge med havområder,220052,Dørstokkart,A,,HI,4.0,2.0,220052,Ja,Ja
Karplanter,Fastlands-Norge med havområder,102498,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,102498,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128842,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,128842,Nei,Nei
Amfibier og reptiler,Fastlands-Norge med havområder,216698,Dørstokkart,A,,LO,2.0,1.0,216698,Ja,Nei
Karplanter,Fastlands-Norge med havområder,145678,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,145678,Ja,Nei
Karplanter,Fastlands-Norge med havområder,145679,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,145679,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101397,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,101397,Ja,Nei
Karplanter,Fastlands-Norge med havområder,101404,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,101404,Ja,Nei
